-23.4805106,-46.603704,Tucuruvi
-23.4869821,-46.6088314,Parada Inglesa
-23.4922867,-46.6166635,Jardim São Paulo-Ayrton Senna
-23.5026125,-46.6247069,Santana
-23.5091539,-46.6249437,Carandiru
-23.5162472,-46.6251526,Portuguesa-Tietê
-23.5253573,-46.6268717,Armênia
-23.5308332,-46.632514,Tiradentes
-23.5366435,-46.6343448,Luz
-23.5443802,-46.6341235,São Bento
-23.5500992,-46.633321,Sé
-23.555297,-46.6356422,Liberdade
-23.5617759,-46.6385411,São Joaquim
-23.5688687,-46.6399259,Vergueiro
-23.5765162,-46.6408849,Paraíso
-23.5815309,-46.6386629,Ana Rosa
-23.5894943,-46.6344496,Vila Mariana
-23.5989383,-46.6366732,Santa Cruz
-23.6104954,-46.6379323,Praça da Árvore
-23.6185685,-46.6394187,Saúde
-23.625627,-46.6408422,são Judas
-23.6353274,-46.640911,Conceição
-23.6461957,-46.6407825,Jabaquara
